"","gene_symbol","L1","L2","L3","L4","L5","L6","WM"
"14077","TEF",73.2921583659939,87.0873560537824,78.109038707466,63.0906747714397,68.3464555435377,70.432014976597,54.2953632116242
"14078","TOB2",32.8396636263109,21.2930275474319,21.1165048238153,17.7400840266416,21.3389386086158,23.5467979063771,50.6123079390633
"14079","PHF5A",22.6892221418148,25.2361807969563,22.9103062768071,23.6089840053802,21.9574585682859,21.6713892235683,38.375059775393
"14080","ACO2",260.328969837665,273.429512474165,275.269847531912,291.711005761392,287.549929250594,273.497099576283,245.339004446398
"14081","POLR3H",83.2933286521886,92.1571245174566,97.2114506717818,90.7011814895962,92.9016979424377,89.915427403555,60.7110078799562
"14082","CSDC2",22.9877645384176,23.5462579757316,22.0291406507761,27.4771226277306,23.0089424997249,18.3373293430193,10.2175081754916
"14083","PMM1",97.3248212925214,102.18399992339,103.25372925028,96.7034655587606,97.2313376601279,91.3740786012952,63.5624055103259
"14084","DESI1",62.2460896916893,60.7245600426762,58.8492757385018,62.8239065905879,59.0068041525203,62.8261908740946,64.8692960909121
"14085","XRCC6",161.959250157033,178.117865357089,166.414422516148,180.335290255785,179.061528324472,181.810452861186,161.935623758083
"14086","SNU13",330.486433039329,340.801102280326,354.322992267268,360.937348692422,369.380119914939,338.928024732056,235.596729209302
"14087","C22orf46",9.25481429468762,9.57622932027361,8.0563714379981,7.86966133512673,8.84483542328135,9.27285404277682,12.5936728674664
"14088","MEI1",0.597084793205653,1.91524586405472,1.51056964462464,0.80030454255526,2.10296786287808,7.29325598870087,2.49497292657354
"14089","SREBF2-AS1",2.98542396602826,1.80258434263974,1.35321863997624,1.06707272340701,1.17518792337305,1.56284056900733,2.25735645737606
"14090","SREBF2",245.700392404126,248.756639284284,241.533792135295,244.89319002191,245.676127980934,254.53463400566,178.449968367308
"14091","SHISA8",14.0314926403328,18.2511664692273,12.9657227830282,11.2042635957736,8.53557544344634,7.29325598870087,5.58398702614078
"14092","TNFRSF13C",2.53761037112402,1.57726129980977,1.88821205578081,0.933688632981137,1.54629989917506,2.91730239548035,5.46517879154204
"14093","CENPM",6.12011913035794,2.47855347112964,2.92672868646025,3.20121817022104,4.70075169349219,5.31365793462492,4.87113761854834
"14094","SEPTIN3",323.918500314067,351.954592900409,350.389217151058,372.141612288196,377.420879390649,379.45769015498,194.845504741934
"14095","NAGA",14.3300350369357,7.99896802046384,9.75576228820083,8.40319769683023,8.41187145151233,9.06447530024251,14.613412855645
"14096","PHETA2",4.17959355243957,1.68992282122475,2.01409285949953,1.60060908511052,1.97926387094408,2.70892365294604,3.20782233416598
"14097","SMDT1",220.473559891187,209.55042983187,212.360915873481,228.753715080379,217.162357840146,197.647237293794,171.440282525982
"14098","NDUFA6",204.352270474635,197.270323997636,203.045736398296,217.149299213327,204.668254654811,192.958715586772,146.13412855645
"14099","CYP2D6",2.68688156942544,3.94315324952443,2.29732466786665,2.80106589894341,1.79370788304307,2.39635553914457,3.08901409956724
"14100","TCF20",21.7935949520063,24.8981962327114,23.5711804963304,22.0083749202697,24.988206370669,23.6509872776443,23.4052222159518
"14101","LINC01315",10.8967974760032,5.40775302791921,5.63316596641274,6.53582043086796,5.69038362896423,8.33514970137242,16.0391116708299
"14102","RRP7A",50.9014786207819,50.0217155082527,45.4744403433877,44.9504384735205,46.9456649389549,45.0098083874111,45.5035538513174
"14103","SERHL2",17.0169166063611,10.0268754059335,11.3292723346848,16.5396272128087,19.0504147578368,20.6294955108967,23.6428386851493
"14104","POLDIP3",36.7207147821476,37.1783020669446,32.3513665557111,32.1455657926363,35.5648976810264,36.25790120097,54.6517879154204
"14105","CYB5R3",189.126608247891,142.629486111369,141.238261772404,151.657710814222,138.795878949954,137.738348815179,180.469708355486
"14106","A4GALT",6.26939032865935,3.37984564244951,2.45467567251505,1.86737726596227,2.35037584674609,2.91730239548035,3.44543880336346
"14107","ARFGAP3",27.1673580908572,25.1235192755414,24.294995117713,21.8749908298438,19.6689347175068,22.4007148224384,27.8011268961052
"14108","PACSIN2",31.9440364365024,36.8403175026997,34.0507574059139,33.2126385160433,35.3793416931254,32.8196519491539,35.2860456758258
"14109","TTLL1",13.8822214420314,16.2232590837576,13.5321863997624,14.6722499468464,15.6485549796516,15.0032694624704,14.2569881518488
"14110","BIK",7.46355991507066,2.70387651395961,2.98966908831961,3.20121817022104,4.9481596773602,6.45974101856363,11.0491658176828
"14111","MCAT",26.8688156942544,32.3338566461003,35.9704396626243,35.0800157820056,34.5134137495874,31.2568113801466,21.8607151661682
"14112","TSPO",101.802957241564,52.2749459365524,49.5026260623868,56.0213179788682,54.8008684267642,58.1376691670727,107.996685250255
"14113","TTLL12",30.6005956517897,29.0666725250658,33.6101745928983,39.0815384947819,41.3789853019246,34.2783031468941,47.7609103086935
"14114","SCUBE1",2.2390679745212,1.91524586405472,2.23438426600729,1.60060908511052,2.5359318346471,1.25027245520586,4.98994585314708
"14115","MPPED1",144.494519955768,189.158694455758,190.080013615268,221.150821926104,228.172013122272,196.084396724786,82.0964901077294
"14116","EFCAB6",1.49271198301413,1.80258434263974,2.01409285949953,2.00076135638815,1.67000389110907,1.66702994027448,1.30689058058614
"14117","SULT4A1",166.735928502679,220.253274366293,245.624918256153,267.701869484735,268.932478464527,235.259600321237,108.947151127045
"14118","SAMM50",62.5446320882921,69.2868356702149,69.9897268676085,69.7598792927335,70.0783114306138,57.0957754544011,49.5430338276746
"14119","PARVB",29.257154867077,36.9529790241146,35.120744237523,38.948154404356,42.7397292131987,47.3019745552885,27.8011268961052
"14120","PARVG",2.98542396602826,1.23927673556482,1.35321863997624,1.33384090425877,1.79370788304307,1.8754086828088,4.03947997635716
"14121","SHISAL1",32.3918500314067,34.9250716386449,48.1808776233402,43.4832134788358,51.275304656645,51.5737387772419,30.2960998226787
"14122","RTL6",43.7364611023141,51.8242998508925,52.5867057534954,50.4191861809814,54.1204964711271,50.0108982082345,41.1076491711641
