gene_symbol,entrez_id,region,expression_level,marker_annotation,original_annotation
COL6A1,1291,V2,++++,layer 4,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 4,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 4,ubiquitous
COL6A1,1291,V2,++++,layer 4,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 4,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 5,ubiquitous
COL6A1,1291,V2,++++,layer 5,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 5,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 5,ubiquitous
COL6A1,1291,V2,++++,layer 5,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 5,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 5,ubiquitous
COL6A1,1291,V2,++++,layer 5,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 5,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 5,ubiquitous
COL6A1,1291,V2,++++,layer 5,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 5,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 6,ubiquitous
COL6A1,1291,V2,++++,layer 6,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 6,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 6,ubiquitous
COL6A1,1291,V2,++++,layer 6,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 6,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 6,ubiquitous
COL6A1,1291,V2,++++,layer 6,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 6,"ubiquitous(3,4)"
COL6A1,1291,V1,++++,layer 6,ubiquitous
COL6A1,1291,V2,++++,layer 6,"ubiquitous(3,4)"
COL6A1,1291,Temporal,++++,layer 6,"ubiquitous(3,4)"
COL9A3,1299,V1,+++,NA,scattered
COL9A3,1299,V2,+++,NA,scattered
COL9A3,1299,Temporal,+++,NA,scattered
COMT,1312,V1,+++,NA,ubiquitous
COMT,1312,V2,+++,NA,ubiquitous
COMT,1312,Temporal,+++,NA,NA
CORT,1325,V1,++++,interneuron,sparse
CORT,1325,V2,++++,interneuron,sparse
CORT,1325,Temporal,++++,interneuron,sparse (6b)
COX6A2,1339,V1,++++,NA,scattered+ubiquitous
COX6A2,1339,V2,++++,NA,scattered+ubiquitous
COX6A2,1339,Temporal,++++,NA,scattered+ubiquitous
COX8A,1351,V1,++++,NA,scattered+ubiquitous
COX8A,1351,V2,++++,NA,scattered+ubiquitous
COX8A,1351,Temporal,++++,NA,NA
CPLX3,594855,V1,++++,interneuron,"scattered(1,6)"
CPLX3,594855,V2,++++,interneuron,scattered
CPLX3,594855,Temporal,++++,interneuron,scattered
CPNE7,27132,V1,++++,interneuron,layer 4C+scattered(5/6)
CPNE7,27132,V2,++++,interneuron,"layer 4+scattered(5,6)"
CPNE7,27132,Temporal,++++,interneuron,"layer 4+scattered(5,6)"
CPNE7,27132,V1,++++,interneuron,layer 4C+scattered(5/6)
CPNE7,27132,V2,++++,interneuron,"layer 4+scattered(5,6)"
CPNE7,27132,Temporal,++++,interneuron,"layer 4+scattered(5,6)"
CPNE7,27132,V1,++++,interneuron,layer 4C+scattered(5/6)
CPNE7,27132,V2,++++,interneuron,"layer 4+scattered(5,6)"
CPNE7,27132,Temporal,++++,interneuron,"layer 4+scattered(5,6)"
CPNE7,27132,V1,++++,layer 5,layer 4C+scattered(5/6)
CPNE7,27132,V2,++++,layer 5,"layer 4+scattered(5,6)"
CPNE7,27132,Temporal,++++,layer 5,"layer 4+scattered(5,6)"
CPNE7,27132,V1,++++,layer 5,layer 4C+scattered(5/6)
CPNE7,27132,V2,++++,layer 5,"layer 4+scattered(5,6)"
CPNE7,27132,Temporal,++++,layer 5,"layer 4+scattered(5,6)"
CPNE7,27132,V1,++++,layer 5,layer 4C+scattered(5/6)
CPNE7,27132,V2,++++,layer 5,"layer 4+scattered(5,6)"
CPNE7,27132,Temporal,++++,layer 5,"layer 4+scattered(5,6)"
CPNE7,27132,V1,++++,layer 6,layer 4C+scattered(5/6)
CPNE7,27132,V2,++++,layer 6,"layer 4+scattered(5,6)"
CPNE7,27132,Temporal,++++,layer 6,"layer 4+scattered(5,6)"
CPNE7,27132,V1,++++,layer 6,layer 4C+scattered(5/6)
CPNE7,27132,V2,++++,layer 6,"layer 4+scattered(5,6)"
CPNE7,27132,Temporal,++++,layer 6,"layer 4+scattered(5,6)"
CPNE7,27132,V1,++++,layer 6,layer 4C+scattered(5/6)
CPNE7,27132,V2,++++,layer 6,"layer 4+scattered(5,6)"
CPNE7,27132,Temporal,++++,layer 6,"layer 4+scattered(5,6)"
CPOX,1371,V1,+++,NA,ubiquitous
CPOX,1371,V2,+++,NA,ubiquitous
CPOX,1371,Temporal,+++,NA,NA
CRBN,51185,V1,+++,NA,ubiquitous
CRBN,51185,V2,+++,NA,ubiquitous
CRBN,51185,Temporal,+++,NA,NA
CREB1,1385,V1,++,NA,ubiquitous
CREB1,1385,V2,++,NA,ubiquitous
CREB1,1385,Temporal,++,NA,NA
CRH,1392,V1,+++++,NA,ubiquitous+oligodendrocyte
CRH,1392,V2,+++++,NA,ubiquitous+oligodendrocyte
CRH,1392,Temporal,+++++,NA,ubiqutous
CRHBP,1393,V1,+++,interneuron,scattered
CRHBP,1393,V2,+++,interneuron,scattered
CRHBP,1393,Temporal,+++,interneuron,scattered
CRHR1,1394,V1,+++,NA,"ubiquitous(2/3,4)"
CRHR1,1394,V2,+++,NA,ubiquitous(2/3/4)
CRHR1,1394,Temporal,+++,NA,ubiquitous(2/3/4)
CRHR2,1395,V1,++++,NA,"layer(3),4+scattered"
CRHR2,1395,V2,++++,NA,"scattered(3,4)"
CRHR2,1395,Temporal,++++,NA,"scattered(3,4)"
CRYM,1428,V1,+++++,layer 2,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 2,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 2,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 2,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 2,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 2,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 2,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 2,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 2,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 2,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 2,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 2,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 3,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 3,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 3,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 3,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 3,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 3,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 3,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 3,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 3,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 3,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 3,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 3,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 5,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 5,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 5,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 5,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 5,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 5,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 5,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 5,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 5,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 5,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 5,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 5,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 6,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 6,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 6,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 6,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 6,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 6,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 6,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 6,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 6,"layer 2/3,5/6"
CRYM,1428,V1,+++++,layer 6,"layer 2/3,5/6"
CRYM,1428,V2,+++++,layer 6,"layer 2/3,5/6"
CRYM,1428,Temporal,+++++,layer 6,"layer 2/3,5/6"
CSMD1,64478,V1,+++,NA,ubiquitous
CSMD1,64478,V2,+++,NA,ubiquitous
CSMD1,64478,Temporal,+++,NA,NA
CSNK1D,1453,V1,+++,NA,scattered+ubiquitous
CSNK1D,1453,V2,+++,NA,scattered+ubiquitous
CSNK1D,1453,Temporal,+++,NA,NA
CSRP1,1465,V1,++++,oligodendrocyte,scattered+oligodendrocyte
CSRP1,1465,V2,++++,oligodendrocyte,scattered+oligodendrocyte
CSRP1,1465,Temporal,++++,oligodendrocyte,scattered+oligodendrocyte
CST3,1471,V1,+++++,astrocyte,scattered+glial
CST3,1471,V2,+++++,astrocyte,scattered+glial
CST3,1471,Temporal,+++++,astrocyte,scattered+glial
CSTB,1476,V1,++,NA,ubiquitous
CSTB,1476,V2,++,NA,ubiquitous
CSTB,1476,Temporal,++,NA,ubiquitous
CCN2,1490,V1,+++++,layer 6,layer 6(b)+scattered
CCN2,1490,V2,+++++,layer 6,layer 6(b)+scattered
CCN2,1490,Temporal,+++++,layer 6,"layer 6(b)+scattered (2,3)"
CTNNB1,1499,V1,+++,NA,"layer 2/3,4C,5/6"
CTNNB1,1499,V2,+++,NA,"ubiquitous(3d,4)"
CTNNB1,1499,Temporal,+++,NA,"ubiquitous(3d,4)"
CTNND2,1501,V1,+++,NA,ubiquitous
CTNND2,1501,V2,+++,NA,ubiquitous
CTNND2,1501,Temporal,+++,NA,NA
CTSB,1508,V1,+++++,NA,scattered+ubiquitous
CTSB,1508,V2,+++++,NA,scattered+ubiquitous
CTSB,1508,Temporal,+++++,NA,scattered+ubiquitous
CUX1,1523,V1,++++,NA,"layer 2/3,4,6"
CUX1,1523,V2,++++,NA,"layer 2/3,6"
CUX1,1523,Temporal,++++,NA,"layer 2/3,6"
CUX2,23316,V1,++++,layer 2,"layer 2/3,4"
CUX2,23316,V2,++++,layer 2,layer 2/3(4)
CUX2,23316,Temporal,++++,layer 2,layer 2/3(4)
CUX2,23316,V1,++++,layer 2,"layer 2/3,4"
CUX2,23316,V2,++++,layer 2,layer 2/3(4)
CUX2,23316,Temporal,++++,layer 2,layer 2/3(4)
CUX2,23316,V1,++++,layer 2,"layer 2/3,4"
CUX2,23316,V2,++++,layer 2,layer 2/3(4)
CUX2,23316,Temporal,++++,layer 2,layer 2/3(4)
CUX2,23316,V1,++++,layer 3,"layer 2/3,4"
CUX2,23316,V2,++++,layer 3,layer 2/3(4)
CUX2,23316,Temporal,++++,layer 3,layer 2/3(4)
CUX2,23316,V1,++++,layer 3,"layer 2/3,4"
CUX2,23316,V2,++++,layer 3,layer 2/3(4)
CUX2,23316,Temporal,++++,layer 3,layer 2/3(4)
CUX2,23316,V1,++++,layer 3,"layer 2/3,4"
CUX2,23316,V2,++++,layer 3,layer 2/3(4)
CUX2,23316,Temporal,++++,layer 3,layer 2/3(4)
CUX2,23316,V1,++++,layer 4,"layer 2/3,4"
CUX2,23316,V2,++++,layer 4,layer 2/3(4)
CUX2,23316,Temporal,++++,layer 4,layer 2/3(4)
CUX2,23316,V1,++++,layer 4,"layer 2/3,4"
CUX2,23316,V2,++++,layer 4,layer 2/3(4)
CUX2,23316,Temporal,++++,layer 4,layer 2/3(4)
CUX2,23316,V1,++++,layer 4,"layer 2/3,4"
CUX2,23316,V2,++++,layer 4,layer 2/3(4)
CUX2,23316,Temporal,++++,layer 4,layer 2/3(4)
CXCL12,6387,V1,-,NA,none
CXCL12,6387,V2,-,NA,none
CXCL12,6387,Temporal,-,NA,none
CXCL14,9547,V1,+++++,layer 1,scattered(1)
CXCL14,9547,V2,+++++,layer 1,scattered(1)
CXCL14,9547,Temporal,+++++,layer 1,scattered(1)
CXCL14,9547,V1,+++++,layer 1,scattered(1)
CXCL14,9547,V2,+++++,layer 1,scattered(1)
CXCL14,9547,Temporal,+++++,layer 1,scattered(1)
CXCL14,9547,V1,+++++,layer 1,scattered(1)
CXCL14,9547,V2,+++++,layer 1,scattered(1)
CXCL14,9547,Temporal,+++++,layer 1,scattered(1)
CXCL14,9547,V1,+++++,layer 1,scattered(1)
CXCL14,9547,V2,+++++,layer 1,scattered(1)
CXCL14,9547,Temporal,+++++,layer 1,scattered(1)
CXCL14,9547,V1,+++++,layer 2,scattered(1)
CXCL14,9547,V2,+++++,layer 2,scattered(1)
CXCL14,9547,Temporal,+++++,layer 2,scattered(1)
CXCL14,9547,V1,+++++,layer 2,scattered(1)
CXCL14,9547,V2,+++++,layer 2,scattered(1)
CXCL14,9547,Temporal,+++++,layer 2,scattered(1)
CXCL14,9547,V1,+++++,layer 2,scattered(1)
CXCL14,9547,V2,+++++,layer 2,scattered(1)
CXCL14,9547,Temporal,+++++,layer 2,scattered(1)
CXCL14,9547,V1,+++++,layer 2,scattered(1)
CXCL14,9547,V2,+++++,layer 2,scattered(1)
CXCL14,9547,Temporal,+++++,layer 2,scattered(1)
CXCL14,9547,V1,+++++,interneuron,scattered(1)
CXCL14,9547,V2,+++++,interneuron,scattered(1)
CXCL14,9547,Temporal,+++++,interneuron,scattered(1)
CXCL14,9547,V1,+++++,interneuron,scattered(1)
CXCL14,9547,V2,+++++,interneuron,scattered(1)
CXCL14,9547,Temporal,+++++,interneuron,scattered(1)
CXCL14,9547,V1,+++++,interneuron,scattered(1)
CXCL14,9547,V2,+++++,interneuron,scattered(1)
CXCL14,9547,Temporal,+++++,interneuron,scattered(1)
CXCL14,9547,V1,+++++,interneuron,scattered(1)
CXCL14,9547,V2,+++++,interneuron,scattered(1)
CXCL14,9547,Temporal,+++++,interneuron,scattered(1)
CXCL14,9547,V1,+++++,astrocyte,scattered(1)
CXCL14,9547,V2,+++++,astrocyte,scattered(1)
CXCL14,9547,Temporal,+++++,astrocyte,scattered(1)
CXCL14,9547,V1,+++++,astrocyte,scattered(1)
CXCL14,9547,V2,+++++,astrocyte,scattered(1)
CXCL14,9547,Temporal,+++++,astrocyte,scattered(1)
CXCL14,9547,V1,+++++,astrocyte,scattered(1)
CXCL14,9547,V2,+++++,astrocyte,scattered(1)
CXCL14,9547,Temporal,+++++,astrocyte,scattered(1)
CXCL14,9547,V1,+++++,astrocyte,scattered(1)
CXCL14,9547,V2,+++++,astrocyte,scattered(1)
CXCL14,9547,Temporal,+++++,astrocyte,scattered(1)
CYP26B1,56603,V1,+++,NA,"layer 2/3,(4C),5/6"
CYP26B1,56603,V2,+++,NA,ubiquitous(4)
CYP26B1,56603,Temporal,+++,NA,ubiquitous(4)
CYP39A1,51302,V1,-,NA,none
CYP39A1,51302,V2,-,NA,layer 3d
CYP39A1,51302,Temporal,-,NA,layer 3d
CCN1,3491,V1,+++++,layer 6,"sparse+layer 6(2/3,5)"
CCN1,3491,V2,+++++,layer 6,"sparse+layer 6(2/3,5)"
CCN1,3491,Temporal,+++++,layer 6,"sparse+layer 6(2/3,5)"
CCN1,3491,V1,+++++,layer 6,"sparse+layer 6(2/3,5)"
CCN1,3491,V2,+++++,layer 6,"sparse+layer 6(2/3,5)"
CCN1,3491,Temporal,+++++,layer 6,"sparse+layer 6(2/3,5)"
CCN1,3491,V1,+++++,layer 6,"sparse+layer 6(2/3,5)"
CCN1,3491,V2,+++++,layer 6,"sparse+layer 6(2/3,5)"
CCN1,3491,Temporal,+++++,layer 6,"sparse+layer 6(2/3,5)"
CCN1,3491,V1,+++++,interneuron,"sparse+layer 6(2/3,5)"
CCN1,3491,V2,+++++,interneuron,"sparse+layer 6(2/3,5)"
CCN1,3491,Temporal,+++++,interneuron,"sparse+layer 6(2/3,5)"
CCN1,3491,V1,+++++,interneuron,"sparse+layer 6(2/3,5)"
CCN1,3491,V2,+++++,interneuron,"sparse+layer 6(2/3,5)"
CCN1,3491,Temporal,+++++,interneuron,"sparse+layer 6(2/3,5)"
CCN1,3491,V1,+++++,interneuron,"sparse+layer 6(2/3,5)"
CCN1,3491,V2,+++++,interneuron,"sparse+layer 6(2/3,5)"
CCN1,3491,Temporal,+++++,interneuron,"sparse+layer 6(2/3,5)"
CCN1,3491,V1,+++++,astrocyte,"sparse+layer 6(2/3,5)"
CCN1,3491,V2,+++++,astrocyte,"sparse+layer 6(2/3,5)"
CCN1,3491,Temporal,+++++,astrocyte,"sparse+layer 6(2/3,5)"
CCN1,3491,V1,+++++,astrocyte,"sparse+layer 6(2/3,5)"
CCN1,3491,V2,+++++,astrocyte,"sparse+layer 6(2/3,5)"
CCN1,3491,Temporal,+++++,astrocyte,"sparse+layer 6(2/3,5)"
CCN1,3491,V1,+++++,astrocyte,"sparse+layer 6(2/3,5)"
CCN1,3491,V2,+++++,astrocyte,"sparse+layer 6(2/3,5)"
CCN1,3491,Temporal,+++++,astrocyte,"sparse+layer 6(2/3,5)"
DAO,1610,V1,+,NA,ubiquitous
DAO,1610,V2,+,NA,ubiquitous
DAO,1610,Temporal,+,NA,NA
DAOA,267012,V1,-,NA,none
DAOA,267012,V2,-,NA,none
DAOA,267012,Temporal,-,NA,NA
DBH,1621,V1,+,NA,ubiquitous
DBH,1621,V2,+,NA,ubiquitous
DBH,1621,Temporal,+,NA,ubiquitous
DBN1,1627,V1,+++++,NA,ubiquitous
DBN1,1627,V2,+++++,NA,ubiquitous
DBN1,1627,Temporal,+++++,NA,ubiquitous
DCX,1641,V1,-,NA,none
DCX,1641,V2,-,NA,none
DCX,1641,Temporal,-,NA,NA
DDC,1644,V1,+,NA,ubiquitous
DDC,1644,V2,+,NA,ubiquitous
DDC,1644,Temporal,+,NA,ubiquitous
DDIT4L,115265,V1,-,NA,none
DDIT4L,115265,V2,-,NA,none
DDIT4L,115265,Temporal,-,NA,none
DDT,1652,V1,+++,NA,scattered+ubiquitous
DDT,1652,V2,+++,NA,scattered+ubiquitous
DDT,1652,Temporal,+++,NA,scattered+ubiquitous
DDX11,1663,V1,++++,NA,ubiquitous
DDX11,1663,V2,++++,NA,ubiquitous
DDX11,1663,Temporal,++++,NA,NA
DECR1,1666,V1,+,NA,ubiquitous
DECR1,1666,V2,+,NA,ubiquitous
DECR1,1666,Temporal,+,NA,ubiquitous
DEPTOR,64798,V1,++,NA,scattered
DEPTOR,64798,V2,++,NA,scattered
DEPTOR,64798,Temporal,++,NA,scattered
WHRN,25861,V1,++,NA,ubiquitous
WHRN,25861,V2,++,NA,ubiquitous
WHRN,25861,Temporal,++,NA,ubiquitous
DHCR7,1717,V1,++,NA,ubiquitous
DHCR7,1717,V2,++,NA,ubiquitous
DHCR7,1717,Temporal,++,NA,NA
DHX9,1660,V1,+++,NA,ubiquitous
DHX9,1660,V2,+++,NA,ubiquitous
DHX9,1660,Temporal,+++,NA,NA
DISC1,27185,V1,-,layer 1,none
DISC1,27185,V2,-,layer 1,layer 1+
DISC1,27185,Temporal,-,layer 1,NA
DKC1,1736,V1,++,NA,ubiquitous
DKC1,1736,V2,++,NA,ubiquitous
DKC1,1736,Temporal,++,NA,NA
DKK3,27122,V1,+++++,NA,"ubiquitous(2/3,4C,5/6)"
DKK3,27122,V2,+++++,NA,"ubiquitous(2/3,5/6)"
DKK3,27122,Temporal,+++++,NA,"ubiquitous(2/3,5/6)"
DLEC1,9940,V1,+,NA,ubiquitous
DLEC1,9940,V2,+,NA,ubiquitous
DLEC1,9940,Temporal,+,NA,NA
DLG1,1739,V1,++++,NA,ubiquitous
DLG1,1739,V2,++++,NA,ubiquitous
DLG1,1739,Temporal,++++,NA,NA
DLG2,1740,V1,+++,NA,"ubiquitous(2/3,5/6)"
DLG2,1740,V2,+++,NA,ubiquitous
DLG2,1740,Temporal,+++,NA,ubiquitous
DLG3,1741,V1,+++,NA,"ubiquitous(2/3,5/6)"
DLG3,1741,V2,+++,NA,ubiquitous
DLG3,1741,Temporal,+++,NA,ubiquitous
DLG4,1742,V1,+++++,NA,ubiquitous
DLG4,1742,V2,+++++,NA,ubiquitous
DLG4,1742,Temporal,+++++,NA,ubiquitous
DLG5,9231,V1,++++,NA,ubiquitous(4C)
DLG5,9231,V2,++++,NA,ubiquitous(4)
DLG5,9231,Temporal,++++,NA,NA
DLGAP1,9229,V1,+++++,NA,ubiquitous
DLGAP1,9229,V2,+++++,NA,ubiquitous
DLGAP1,9229,Temporal,+++++,NA,ubiquitous
DLGAP2,9228,V1,++++,NA,ubiquitous
DLGAP2,9228,V2,++++,NA,ubiquitous
DLGAP2,9228,Temporal,++++,NA,ubiquitous
DLX1,1745,V1,+++,interneuron,scattered
DLX1,1745,V2,+++,interneuron,scattered
DLX1,1745,Temporal,+++,interneuron,scattered
DLX5,1749,V1,++,NA,ubiquitous
DLX5,1749,V2,++,NA,ubiquitous
DLX5,1749,Temporal,++,NA,ubiquitous
DPP6,1804,V1,+++++,NA,scattered+ubiquitous
DPP6,1804,V2,+++++,NA,scattered+ubiquitous
DPP6,1804,Temporal,+++++,NA,scattered+ubiquitous
DRD1,1812,V1,+++,NA,"layer 2,6"
DRD1,1812,V2,+++,NA,"layer 2,6"
DRD1,1812,Temporal,+++,NA,"layer 2,6"
DRD3,1814,V1,-,NA,none
DRD3,1814,V2,-,NA,none
DRD3,1814,Temporal,-,NA,none
DRD5,1816,V1,+,NA,layer 5/6
DRD5,1816,V2,+,NA,"layer 5,6"
DRD5,1816,Temporal,+,NA,NA
DSG1,1828,V1,-,NA,none
DSG1,1828,V2,-,NA,none
DSG1,1828,Temporal,-,NA,NA
DTNA,1837,V1,++++,NA,"scattered+ubiquitous(2/3,4C,5/6)"
DTNA,1837,V2,++++,NA,scattered+ubiquitous
DTNA,1837,Temporal,++++,NA,scattered+ubiquitous
DTNBP1,84062,V1,+,NA,ubiquitous
DTNBP1,84062,V2,+,NA,ubiquitous
DTNBP1,84062,Temporal,+,NA,ubiquitous
DVL1,1855,V1,+++,NA,ubiquitous
DVL1,1855,V2,+++,NA,ubiquitous
DVL1,1855,Temporal,+++,NA,NA
DYM,54808,V1,+++,NA,ubiquitous
DYM,54808,V2,+++,NA,ubiquitous
DYM,54808,Temporal,+++,NA,NA
DYNC1I2,1781,V1,++++,NA,ubiquitous
DYNC1I2,1781,V2,++++,NA,ubiquitous
DYNC1I2,1781,Temporal,++++,NA,NA
DNAAF4,161582,V1,-,NA,none
DNAAF4,161582,V2,-,NA,none
DNAAF4,161582,Temporal,-,NA,NA
ECE2,9718,V1,+++,NA,scattered(2/3)
ECE2,9718,V2,+++,NA,scattered(2/3)
ECE2,9718,Temporal,+++,NA,scattered(2/3)
EDNRA,1909,V1,++,NA,scattered
EDNRA,1909,V2,++,NA,scattered
EDNRA,1909,Temporal,++,NA,NA
EDNRB,1910,V1,+,NA,ubiquitous
EDNRB,1910,V2,+,NA,ubiquitous
EDNRB,1910,Temporal,+,NA,ubiquitous
EN2,2020,V1,++,NA,scattered+ubiquitous
EN2,2020,V2,++,NA,scattered+ubiquitous
EN2,2020,Temporal,++,NA,scattered+ubiquitous
ENC1,8507,V1,+++++,NA,"ubiquitous(2/3,4C,5/6)"
ENC1,8507,V2,+++++,NA,"ubiquitous(2/3,5/6)"
ENC1,8507,Temporal,+++++,NA,"ubiquitous(2/3,5/6)"
ENDOD1,23052,V1,+++,NA,scattered+oligodendrocyte
ENDOD1,23052,V2,+++,NA,scattered+oligodendrocyte
ENDOD1,23052,Temporal,+++,NA,scattered+oligodendrocyte
EPHA6,285220,V1,+++,NA,"scattered(2/3,5/6)"
EPHA6,285220,V2,+++,NA,scattered
EPHA6,285220,Temporal,+++,NA,scattered
ERBB3,2065,V1,+++++,NA,ubiquitous
ERBB3,2065,V2,+++++,NA,ubiquitous
ERBB3,2065,Temporal,+++++,NA,NA
ERBB4,2066,V1,+++++,interneuron,scattered
ERBB4,2066,V2,+++++,interneuron,scattered
ERBB4,2066,Temporal,+++++,interneuron,scattered
ERCC2,2068,V1,+++,NA,scattered+ubiquitous
ERCC2,2068,V2,+++,NA,scattered+ubiquitous
ERCC2,2068,Temporal,+++,NA,NA
ERCC3,2071,V1,+++,NA,scattered+ubiquitous
ERCC3,2071,V2,+++,NA,scattered+ubiquitous
ERCC3,2071,Temporal,+++,NA,NA
ERCC5,2073,V1,+++,NA,scattered+ubiquitous
ERCC5,2073,V2,+++,NA,scattered+ubiquitous
ERCC5,2073,Temporal,+++,NA,NA
ESCO2,157570,V1,+++++,NA,ubiquitous
ESCO2,157570,V2,+++++,NA,ubiquitous
ESCO2,157570,Temporal,+++++,NA,NA
ESR1,2099,V1,-,NA,none
ESR1,2099,V2,-,NA,none
ESR1,2099,Temporal,-,NA,none
ESR2,2100,V1,-,NA,none
ESR2,2100,V2,-,NA,none
ESR2,2100,Temporal,-,NA,none
ETV1,2115,V1,++,layer 5,"layer 4C,5/6"
ETV1,2115,V2,++,layer 5,"layer 4,5,6"
ETV1,2115,Temporal,++,layer 5,"layer 4,5,6"
ETV1,2115,V1,++,layer 5,"layer 4C,5/6"
ETV1,2115,V2,++,layer 5,"layer 4,5,6"
ETV1,2115,Temporal,++,layer 5,"layer 4,5,6"
ETV1,2115,V1,++,layer 6,"layer 4C,5/6"
ETV1,2115,V2,++,layer 6,"layer 4,5,6"
ETV1,2115,Temporal,++,layer 6,"layer 4,5,6"
ETV1,2115,V1,++,layer 6,"layer 4C,5/6"
ETV1,2115,V2,++,layer 6,"layer 4,5,6"
ETV1,2115,Temporal,++,layer 6,"layer 4,5,6"
EXT1,2131,V1,+++,NA,"ubiquitous(2/3,4C,5/6)"
EXT1,2131,V2,+++,NA,ubiquitous
EXT1,2131,Temporal,+++,NA,NA
EYA4,2070,V1,+++,astrocyte,layer 4C+scattered
EYA4,2070,V2,+++,astrocyte,scattered
EYA4,2070,Temporal,+++,astrocyte,scattered
EYA4,2070,V1,+++,astrocyte,layer 4C+scattered
EYA4,2070,V2,+++,astrocyte,scattered
EYA4,2070,Temporal,+++,astrocyte,scattered
EYA4,2070,V1,+++,interneuron,layer 4C+scattered
EYA4,2070,V2,+++,interneuron,scattered
EYA4,2070,Temporal,+++,interneuron,scattered
EYA4,2070,V1,+++,interneuron,layer 4C+scattered
EYA4,2070,V2,+++,interneuron,scattered
EYA4,2070,Temporal,+++,interneuron,scattered
FABP7,2173,V1,-,NA,none
FABP7,2173,V2,-,NA,none
FABP7,2173,Temporal,-,NA,none
FAM111A,63901,V1,-,NA,none
FAM111A,63901,V2,-,NA,none
FAM111A,63901,Temporal,-,NA,NA
FAM111B,374393,V1,-,NA,none
FAM111B,374393,V2,-,NA,none
FAM111B,374393,Temporal,-,NA,NA
FAM20A,54757,V1,-,NA,none
FAM20A,54757,V2,-,NA,none
FAM20A,54757,Temporal,-,NA,none
FAM3C,10447,V1,++++,layer 5,"layer 2/3,4C,5/6"
FAM3C,10447,V2,++++,layer 5,ubiquitous(5s)
FAM3C,10447,Temporal,++++,layer 5,ubiquitous(5s)
