"","gene_symbol","L1","L2","L3","L4","L5","L6"
"4206","CHP2",12,13,78,88,362,631
"4207","CHPF",17397,22595,31480,17611,19540,16755
"4208","CHPF2",10991,15364,21131,17460,20725,21298
"4209","CHPT1",323540,473409,713772,604751,779054,757953
"4210","CHRAC1",9454,16051,24189,19952,17796,23967
"4211","CHRD",64423,126494,178424,150015,125697,102679
"4212","CHRDL1",51296,62833,80954,28148,27115,43613
"4213","CHRDL2",2346,3657,6129,2766,2496,2369
"4214","CHRFAM7A",4595,4277,3306,807,1240,1463
"4215","CHRFAM7AP1",0,0,0,0,0,0
"4216","CHRFAM7AP2",0,0,0,0,0,0
"4217","CHRM1",45230,48041,61761,64079,69856,66022
"4218","CHRM2",48733,92036,101644,76881,178805,133809
"4219","CHRM3",2029306,3804001,5408567,2880458,3361754,4093917
"4220","CHRM3-AS1",130,241,773,276,633,645
"4221","CHRM3-AS2",1959,4644,5931,3959,3447,5506
"4222","CHRM4",302,104,691,1546,1319,667
"4223","CHRM5",3687,2411,6196,4825,4364,9496
"4224","CHRNA1",1090,3191,5410,8868,7063,5009
"4225","CHRNA10",4203,7774,11518,9002,9961,10855
"4226","CHRNA2",10130,37606,59174,20736,11443,5297
"4227","CHRNA3",822,1200,2614,1478,2672,2243
"4228","CHRNA4",35145,20061,22485,17421,20425,29606
"4229","CHRNA5",4835,6275,11031,6410,6572,8193
"4230","CHRNA6",39299,23624,16390,3356,3450,5237
"4231","CHRNA7",293074,201771,205315,39682,42982,61224
"4232","CHRNA9",425,1249,772,665,564,437
"4233","CHRNB1",9377,13290,19600,17109,16854,15387
"4234","CHRNB2",15891,16265,30398,23401,27988,23004
"4235","CHRNB3",12097,10679,6758,2882,4652,6055
"4236","CHRNB4",891,817,1021,733,677,794
"4237","CHRND",37,379,2101,1101,956,221
"4238","CHRNE",359,753,586,675,529,226
"4239","CHRNG",711,686,1718,791,1299,967
"4240","CHST1",14247,49736,76936,38183,45772,63575
"4241","CHST10",25436,46843,96089,81035,75366,59124
"4242","CHST11",518904,590634,830803,441753,459023,414195
"4243","CHST12",11205,21815,38906,26929,33934,30408
"4244","CHST13",23,354,367,374,624,877
"4245","CHST14",1755,2062,2107,897,344,1116
"4246","CHST15",99468,153353,246321,202308,230045,234257
"4247","CHST2",1793,5902,8410,8340,10130,6013
"4248","CHST3",5031,8100,9702,7242,8402,11364
"4249","CHST4",1661,3035,3476,1815,1997,3449
"4250","CHST5",5792,8533,12692,9492,7613,9134
"4251","CHST6",6860,6548,6921,11008,7148,5268
"4252","CHST7",5487,17078,24608,10586,16355,12374
"4253","CHST8",4313,14640,28347,28200,35167,34134
"4254","CHST9",170921,621567,1172515,548836,746526,1151174
"4255","CHSY1",57002,131342,181101,118271,124570,111130
"4256","CHSY3",1930130,2286746,4513545,4254587,4518271,4003975
"4257","CHTF18",10151,20607,30257,22702,27083,21826
"4258","CHTF8",15956,20326,35421,25355,35271,30780
"4259","CHTF8P1",23,101,93,34,123,61
"4260","CHTOP",86708,167661,243321,196685,199284,172233
"4261","CHUK",87801,168769,273132,194737,225320,192317
"4262","CHURC1",47197,93197,143743,149434,141687,127075
"4263","CHURC1-FNTB",12281,24960,44591,32822,34594,28178
"4264","CIAO1",129784,261126,389075,315381,333681,301534
"4265","CIAPIN1",38322,76118,112896,99616,115022,94760
"4266","CIAPIN1P",3767,10985,20005,10129,11428,14888
"4267","CIART",18183,37122,48136,29897,41087,34266
"4268","CIB1",24484,55508,71924,45453,50534,55545
"4269","CIB2",3676,4977,8139,6416,8196,4941
"4270","CIB3",210,654,908,638,1022,856
"4271","CIB4",2621,6203,10478,11082,6427,5413
"4272","CIC",11070,18147,23051,16450,16905,19810
"4273","CICP1",1,0,1,0,1,1
"4274","CICP10",0,1,2,0,6,0
"4275","CICP11",67,171,503,441,245,497
"4276","CICP12",10,3,31,21,11,16
"4277","CICP13",3,1,26,0,5,2
"4278","CICP14",0,0,0,0,0,0
"4279","CICP15",51,70,133,70,99,64
"4280","CICP16",1,2,34,65,20,113
"4281","CICP17",6,2,5,3,7,5
"4282","CICP18",43,120,220,118,154,129
"4283","CICP19",2,1,32,33,30,15
"4284","CICP2",1,1,1,2,3,0
"4285","CICP20",49,33,47,43,38,67
"4286","CICP21",1,2,10,0,6,1
"4287","CICP22",1,41,14,52,3,7
"4288","CICP23",86,128,203,124,183,133
"4289","CICP25",5,49,73,72,99,27
"4290","CICP26",185,4,5,3,0,3
"4291","CICP27",141,93,490,508,439,265
"4292","CICP28",0,6,21,23,15,16
"4293","CICP3",59,106,47,118,56,105
"4294","CICP4",12,52,75,25,25,10
"4295","CICP5",10,0,14,7,11,3
"4296","CICP6",10,47,60,47,52,29
"4297","CICP7",13,20,45,24,41,36
"4298","CICP8",2,7,14,2,5,8
"4299","CICP9",0,45,75,8,5,29
"4300","CIDEA",6020,10951,8538,2553,10748,25534
"4301","CIDEB",70,1,105,43,26,45
"4302","CIDEC",348,905,1357,1103,1258,1032
"4303","CIDECP",16357,36765,63798,50221,51449,48673
"4304","CIITA",14352,31622,47472,27846,24284,18480
"4305","CILP",2560,3967,4717,2219,4708,5063
"4306","CILP2",297,840,1322,334,725,569
"4307","CINP",13270,20882,36734,31096,30348,30429
"4308","CIPC",51396,92941,132786,125560,115551,123167
"4309","CIR1",106742,176820,279521,235336,245452,222776
"4310","CIR1P1",66,57,122,102,150,179
"4311","CIR1P2",19,28,46,23,167,150
"4312","CIRBP",212188,302270,455584,386740,402068,358643
"4313","CIRBP-AS1",324,576,1557,1808,1112,681
"4314","CIRH1A",43493,82874,124775,95101,94736,99675
"4315","CISD1",145264,247146,406865,372570,401508,377226
"4316","CISD1P1",429,601,983,1033,1145,1285
"4317","CISD2",98286,112595,165878,166544,173228,139576
"4318","CISD3",12098,18344,27016,23009,26232,22382
"4319","CISH",1326,54,824,1774,676,281
"4320","CISTR",2091,3220,3098,2182,2900,1778
"4321","CIT",306970,919629,1607722,918228,813102,794713
"4322","CITED1",3098,4872,7984,3627,2938,2346
"4323","CITED2",4013,4266,10281,6549,5371,4920
"4324","CITED4",2128,3527,9904,5787,5553,3791
"4325","CIZ1",41859,72371,115209,89067,92915,88462
"4326","CKAP2",62546,98157,157468,131901,127970,101246
"4327","CKAP2L",551,1845,5585,7000,3758,3873
"4328","CKAP2P1",17,35,53,131,39,44
"4329","CKAP4",21300,33994,45768,36147,35041,31807
"4330","CKAP5",224300,388291,631252,535768,572048,508589
"4331","CKB",301544,471620,677810,538279,533998,509447
"4332","CKBP1",62,113,192,141,137,130
"4333","CKLF",9397,8616,15297,11845,12531,11486
"4334","CKLF-CMTM1",83,45,112,131,73,103
"4335","CKM",706,755,2002,1376,1524,1141
"4336","CKMT1A",18797,41392,80059,70999,62829,55360
"4337","CKMT1B",124869,368972,841297,763334,642158,500118
"4338","CKMT2",7038,26277,30755,9889,12517,12979
"4339","CKMT2-AS1",75898,190354,311199,164436,177367,184272
"4340","CKS1B",4754,5723,8120,12427,9854,9361
"4341","CKS1BP1",109,446,2722,1286,469,1319
"4342","CKS1BP2",0,29,107,8,59,38
"4343","CKS1BP3",38,110,144,127,117,163
"4344","CKS1BP4",518,1295,2122,1683,1122,1045
"4345","CKS1BP5",6439,12268,17232,7146,12848,18386
"4346","CKS1BP6",8,5,21,23,121,22
"4347","CKS1BP7",956,1129,3361,4004,3018,3336
"4348","CKS2",16037,17924,30530,30428,30506,29685
"4349","CLASP1",411470,999297,1455304,1042505,1100915,1199805
"4350","CLASP2",1540386,2838058,4829985,4099988,4314188,4085169
"4351","CLASRP",38261,72006,121406,96383,95563,86662
"4352","CLC",68,369,237,168,266,351
"4353","CLCA1",80,2140,1830,809,1015,2155
"4354","CLCA2",652,1965,3255,5802,3799,7209
"4355","CLCA3P",58,507,638,640,510,409
"4356","CLCA4",7668,5463,25219,19166,20154,23079
"4357","CLCC1",87755,133548,213964,176796,192674,173480
"4358","CLCF1",411,504,922,485,371,460
"4359","CLCN1",2027,893,3053,3384,3691,4058
"4360","CLCN2",23846,31319,50617,36817,33631,27234
"4361","CLCN3",325712,414745,690760,597040,647703,572825
"4362","CLCN3P1",803,427,1070,398,334,396
"4363","CLCN4",134330,197115,328919,313811,302927,261296
"4364","CLCN5",26323,47646,92531,59079,68202,52847
"4365","CLCN6",87699,129405,217065,156412,183913,168887
"4366","CLCN7",31350,61007,81195,58036,64421,54567
"4367","CLCNKA",302,511,774,502,1132,202
"4368","CLCNKB",142,398,433,281,851,478
"4369","CLCP1",1,5,132,464,6,9
"4370","CLCP2",301,357,559,620,213,401
"4371","CLDN1",5535,11173,23496,17391,20707,21590
"4372","CLDN10",47996,70013,60305,38116,38303,37358
"4373","CLDN10-AS1",1,0,1,7,1,1
"4374","CLDN11",20238,32406,70145,100816,108669,150592
"4375","CLDN12",86802,186077,261411,210064,235377,197557
"4376","CLDN14",1429,2271,4336,4318,3228,3363
"4377","CLDN15",3620,7288,10591,11176,7937,9227
"4378","CLDN16",3524,10106,19661,15014,18297,11147
"4379","CLDN17",60,3,0,0,242,0
"4380","CLDN18",6971,17928,16777,16100,15342,12561
"4381","CLDN19",195,49,299,76,335,267
"4382","CLDN2",3846,4895,4670,5022,4087,4570
"4383","CLDN20",11308,28161,40772,31276,30913,35668
"4384","CLDN22",0,0,0,0,0,0
"4385","CLDN23",319,1230,217,725,84,1086
"4386","CLDN24",4,10,97,11,57,24
"4387","CLDN25",1,0,6,1,20,1
"4388","CLDN3",17,440,412,19,232,80
"4389","CLDN4",612,866,825,892,2103,443
"4390","CLDN5",48,3474,8582,3929,6741,1320
"4391","CLDN6",165,85,592,514,618,224
"4392","CLDN7",11,30,144,1531,29,22
"4393","CLDN8",0,0,5,3,1,0
"4394","CLDN9",270,889,1672,1753,2139,804
"4395","CLDND1",172152,252222,538589,592159,718370,766432
"4396","CLDND2",15201,17522,21860,17378,18427,16828
"4397","CLEC10A",52,310,904,167,106,164
"4398","CLEC11A",17390,23720,33163,27911,28313,27846
"4399","CLEC12A",136,107,372,1578,324,143
"4400","CLEC12B",302,294,440,49,1183,367
"4401","CLEC14A",893,4048,7629,4879,5923,6851
"4402","CLEC16A",199912,390121,750347,511079,522105,465333
"4403","CLEC17A",960,2274,3970,1638,4946,2015
"4404","CLEC18A",321,973,2305,1363,1169,995
"4405","CLEC18B",937,1668,3056,1728,2292,2138
"4406","CLEC18C",195,270,610,355,279,293
"4407","CLEC19A",4047,7192,5421,2892,12559,11453
"4408","CLEC1A",266,1780,6191,1453,3604,4586
"4409","CLEC1B",2,102,183,1,28,2
"4410","CLEC2A",1348,4633,12937,15361,19098,13141
"4411","CLEC2B",5200,8747,3179,1397,1427,916
"4412","CLEC2D",22926,36546,60511,52554,61003,60198
"4413","CLEC2L",31384,94611,204273,133370,155038,158811
"4414","CLEC3A",159,58,265,256,306,946
"4415","CLEC3B",1626,7429,6194,3864,3710,4786
"4416","CLEC4A",6463,20550,25727,17468,15304,20268
"4417","CLEC4C",666,926,2618,1328,1392,1761
"4418","CLEC4D",16,67,190,279,122,184
"4419","CLEC4E",651,69,186,75,72,202
"4420","CLEC4F",371,926,1031,2194,2006,1490
"4421","CLEC4G",2547,5771,11310,19491,11138,7885
"4422","CLEC4GP1",24161,47648,70425,53128,67698,59351
"4423","CLEC4M",63,304,806,253,151,265
"4424","CLEC5A",840,89,1873,4305,61,44
"4425","CLEC6A",798,1000,2605,527,452,900
"4426","CLEC7A",8655,7117,13053,16101,8402,8982
"4427","CLEC9A",4839,7107,20176,10599,5422,6241
"4428","CLECL1",3583,977,1256,1271,299,211
"4429","CLGN",33454,52921,64314,58061,77114,49019
"4430","CLHC1",75500,114505,173102,137103,154295,158215
"4431","CLIC1",3938,4134,8995,1452,1637,1437
"4432","CLIC1P1",8,2,90,2,11,20
"4433","CLIC2",15115,35173,66499,49910,63620,60791
"4434","CLIC3",56,3,86,181,28,100
"4435","CLIC4",16404,25203,54267,65763,69566,78839
"4436","CLIC4P1",1,0,7,6,7,2
"4437","CLIC4P2",13,19,48,55,188,35
"4438","CLIC4P3",1,30,6,7,47,5
"4439","CLIC5",9839,23332,53201,33851,46444,42011
"4440","CLIC6",216,3577,2436,1956,1962,697
"4441","CLINT1",81001,146735,236760,191882,210190,204476
"4442","CLIP1",343605,648583,1062812,750872,828017,782276
"4443","CLIP1-AS1",282,75,510,268,574,434
"4444","CLIP2",88011,153876,311422,235897,244134,256113
"4445","CLIP3",150817,201631,309957,287255,300074,288400
"4446","CLIP4",232805,404610,754946,569211,559420,544893
"4447","CLK1",810852,1393526,1913411,1637446,1867977,1606947
"4448","CLK2",53729,112621,163591,123679,126763,131759
"4449","CLK2P1",121,360,548,284,228,322
"4450","CLK3",31440,61001,105679,76454,79889,73868
"4451","CLK3P1",149,49,262,429,646,558
"4452","CLK3P2",153,19,651,202,525,462
"4453","CLK4",350782,848725,1083266,1015948,1169772,927453
"4454","CLLU1",0,2,40,1,28,2
"4455","CLLU1OS",1,0,10,0,0,2
"4456","CLMN",42837,62563,224184,246642,237670,220871
"4457","CLMP",47422,18737,63667,121308,108945,64538
"4458","CLN3",36096,41068,66092,59114,67717,55240
"4459","CLN5",55420,98699,147734,127317,140168,124168
"4460","CLN6",19990,24909,46770,38768,35519,28265
"4461","CLN8",17057,31030,54712,44656,51375,52856
"4462","CLNK",1107,2419,5941,5048,3339,3795
"4463","CLNS1A",77869,109662,183201,162766,162758,131905
"4464","CLNS1AP1",146,138,1100,1496,3654,2978
"4465","CLOCK",272662,421411,760861,603381,620479,575562
"4466","CLP1",6600,10130,16180,12117,15381,10083
"4467","CLPB",19776,29423,57827,36174,39307,39656
"4468","CLPP",19099,24285,31227,30451,30802,30826
"4469","CLPS",11,37,196,68,470,1286
"4470","CLPSL1",115,831,717,975,2840,6683
"4471","CLPSL2",29,192,496,617,2483,1869
"4472","CLPTM1",24940,44882,58457,41135,46658,41893
"4473","CLPTM1L",33749,63411,83287,80181,79758,72143
"4474","CLPX",48072,97089,136389,103484,115461,104239
"4475","CLRN1",2596,7466,11459,6790,3260,5220
"4476","CLRN1-AS1",3775,10815,12692,7931,9081,10713
"4477","CLRN2",290,523,671,662,744,779
"4478","CLRN3",243,1999,1598,1049,1760,1553
"4479","CLSPN",3655,16777,29680,14714,13624,14718
"4480","CLSTN1",301103,410559,673606,587032,563002,559451
"4481","CLSTN2",191191,331691,1202550,2016295,3613003,3855185
"4482","CLSTN2-AS1",0,266,988,464,1432,1130
"4483","CLSTN3",103679,218369,415503,330761,325694,270220
"4484","CLTA",77921,111812,177842,157882,171112,169561
"4485","CLTB",61693,83271,126722,134308,143837,111398
"4486","CLTC",417930,682602,1093732,926895,975502,854626
"4487","CLTCL1",48239,33684,45410,36904,68634,76008
"4488","CLU",830435,899318,1138575,1164118,1268614,973848
"4489","CLUAP1",124882,233325,333592,257946,254292,223223
"4490","CLUH",11024,19432,29647,18577,22860,20104
"4491","CLUHP1",1,0,0,1,0,1
"4492","CLUHP2",0,0,0,0,1,1
"4493","CLUHP3",22208,50609,76187,59695,63942,52756
"4494","CLUHP4",5,1,8,4,3,7
"4495","CLUHP5",0,2,32,16,8,4
"4496","CLUL1",17331,23245,39434,43998,40664,32580
"4497","CLVS1",235083,447881,799073,523454,500681,497210
"4498","CLVS2",304131,444150,834121,624147,706649,819412
"4499","CLYBL",33305,72826,119743,82469,80735,83118
"4500","CLYBL-AS1",206,61,196,102,136,61
"4501","CLYBL-AS2",37,277,532,737,495,805
"4502","CMA1",3,2,1,2,24,1
"4503","CMAHP",11308,44522,175258,176679,89920,54178
"4504","CMAS",102166,181621,356796,369367,423935,339992
"4505","CMBL",13469,23771,36339,24622,28522,27243
"4506","CMC1",74188,164605,333182,290637,318962,268045
"4507","CMC2",182300,439270,697131,518810,596007,604501
"4508","CMC4",7882,7449,16095,10949,12898,15829
"4509","CMIP",212847,418992,683937,471644,504194,518993
"4510","CMKLR1",9861,12362,17950,12603,9997,2504
"4511","CMPK1",70751,109278,163124,161242,158561,137050
"4512","CMPK2",7640,11938,18335,17211,16900,11136
"4513","CMSS1",60455,99304,151078,142990,127069,109013
"4514","CMTM1",329,448,799,811,627,657
"4515","CMTM2",2178,8524,7397,5256,5975,5518
"4516","CMTM3",910,6069,7108,2063,3133,6044
"4517","CMTM4",86340,186709,299992,193801,212877,226631
"4518","CMTM5",1989,935,5228,8715,7434,21290
"4519","CMTM6",37498,84333,142724,105337,110743,94173
"4520","CMTM7",6053,9712,13143,11540,13574,11884
"4521","CMTM8",21889,50932,121700,117859,158329,66107
"4522","CMTR1",43383,79833,117360,78251,85851,76736
"4523","CMTR2",36251,76532,98888,64556,84252,58361
"4524","CMYA5",82711,307383,434784,353715,249319,146693
"4525","CNBD1",12094,17447,22358,16107,19581,18724
"4526","CNBD2",3384,4477,6699,4343,5040,4515
"4527","CNBP",160783,230620,314819,340193,310491,240335
"4528","CNDP1",25784,32638,172123,232925,205447,263315
"4529","CNDP2",45476,63791,95192,95326,93468,88465
"4530","CNEP1R1",48846,62022,104778,85816,101873,83694
"4531","CNFN",3702,2935,2767,2202,2089,2004
"4532","CNGA1",330,3216,14190,13844,9157,9885
"4533","CNGA2",1,4,1,11,17,1
"4534","CNGA3",4202,6744,4901,1512,2034,5241
"4535","CNGA4",6158,15054,31345,24503,25670,25889
"4536","CNGB1",16348,89449,145294,27552,8124,4544
"4537","CNGB3",3633,8292,20192,39028,28077,14758
"4538","CNIH1",162853,195488,247299,256430,278377,215349
"4539","CNIH2",6125,10903,15260,14672,14563,16225
"4540","CNIH3",90147,131525,290513,282532,300471,307882
"4541","CNIH4",54245,68039,114264,93922,108631,107671
"4542","CNKSR1",8838,21736,30480,25999,25404,22373
"4543","CNKSR2",588045,2167802,4114372,3168231,2974765,2699309
"4544","CNKSR3",9768,15823,67754,53314,82757,87932
"4545","CNN1",1016,1047,1526,3285,2946,2818
"4546","CNN2",227,382,924,413,704,962
"4547","CNN2P1",41,149,532,93,271,217
"4548","CNN2P10",0,1,0,40,3,2
"4549","CNN2P11",99,256,168,22,47,17
"4550","CNN2P12",0,5,8,2,6,8
"4551","CNN2P2",533,1193,1931,1199,1710,1710
"4552","CNN2P3",375,1248,1695,1440,1413,1309
"4553","CNN2P4",1022,2298,3790,2288,3283,3043
"4554","CNN2P6",0,6,3,7,10,1
"4555","CNN2P7",0,7,14,2,7,6
"4556","CNN2P8",184,146,449,145,218,169
"4557","CNN2P9",298,301,790,84,355,300
"4558","CNN3",60289,65810,108446,94393,137535,114330
"4559","CNN3P1",68,593,608,795,1060,645
"4560","CNNM1",148198,229988,463675,361486,389025,371990
"4561","CNNM2",227158,353990,640127,457034,447995,417745
"4562","CNNM3",75042,121618,187619,160743,174838,168328
"4563","CNNM4",26574,62192,84442,70380,75247,65296
"4564","CNOT1",135888,228981,329189,232483,261252,231333
"4565","CNOT10",99664,162009,263485,206139,217504,194445
"4566","CNOT11",43093,85578,130070,104153,97554,92350
"4567","CNOT2",273388,455046,734581,607882,605735,572707
"4568","CNOT3",20882,41305,52850,38067,41081,37939
"4569","CNOT4",195391,400112,640959,482808,532146,568531
"4570","CNOT4P1",11,149,21,18,15,20
"4571","CNOT6",75977,125185,195453,163180,152577,149602
"4572","CNOT6L",125669,232339,381680,330738,334334,307667
"4573","CNOT6LP1",5311,10348,12484,7402,8324,12759
"4574","CNOT7",136032,250252,428032,342167,381595,353298
"4575","CNOT7P1",30,228,142,111,100,107
"4576","CNOT7P2",19,29,195,72,73,64
"4577","CNOT8",56211,82029,130686,134520,146743,120866
"4578","CNP",10159,23845,50785,54508,62810,74471
"4579","CNPPD1",16456,27880,44494,37462,41783,37432
"4580","CNPY1",3013,4627,2843,2571,2622,2836
"4581","CNPY2",179224,281562,417018,339009,365583,317853
"4582","CNPY3",43947,55092,74614,80830,78252,72161
"4583","CNPY4",13098,20656,24820,22612,27884,26041
"4584","CNR1",1566089,1019422,808785,433097,456488,517236
"4585","CNR2",1246,2433,3778,2498,3507,3761
"4586","CNRIP1",101013,126550,234446,211452,236277,211311
"4587","CNST",97467,208533,315527,223872,224984,225261
"4588","CNTD1",5821,12736,19491,17658,14432,18093
"4589","CNTD2",1351,3913,7255,8396,7307,3771
"4590","CNTF",1,0,8,13,5,6
"4591","CNTFR",32221,49533,51159,21732,30943,35258
"4592","CNTFR-AS1",839,69,56,42,479,21
"4593","CNTLN",91332,130209,270429,189135,178385,139438
"4594","CNTN1",1690314,3384128,6149360,4611932,5187870,5785065
"4595","CNTN2",46023,73217,198631,202041,227250,309659
"4596","CNTN3",662151,1593529,2469708,2194596,2298643,1689818
"4597","CNTN4",1248427,3004418,4924323,2296674,3140166,4379130
"4598","CNTN4-AS1",5917,8729,22562,11055,13010,18255
"4599","CNTN4-AS2",255,646,1018,319,836,918
"4600","CNTN5",7895754,5018499,9558857,10195725,7606479,2828981
"4601","CNTN6",50755,238445,402591,186778,381175,518206
"4602","CNTNAP1",71225,138421,263500,197478,208897,217848
"4603","CNTNAP2",11333545,13969957,32547207,24343779,21299605,15750975
"4604","CNTNAP3",9894,35512,135655,123266,211112,246356
"4605","CNTNAP3B",7936,43478,142360,111101,156859,136812
"4606","CNTNAP3P1",171,628,714,629,497,507
"4607","CNTNAP3P2",3187,12330,39337,32652,48043,44266
"4608","CNTNAP3P5",136,276,476,282,321,569
"4609","CNTNAP3P6",380,1318,2009,1001,1662,1671
"4610","CNTNAP3P7",298,226,1319,556,412,958
"4611","CNTNAP3P8",45,407,349,224,131,203
"4612","CNTNAP4",1746483,1074493,1772678,1761375,1633604,1341201
"4613","CNTNAP5",2009044,5156226,8058989,4789138,3566730,3210434
"4614","CNTRL",167270,350867,492210,355876,383291,332431
"4615","CNTROB",18794,29230,46276,40303,40934,38653
"4616","COA1",202838,377962,653269,532696,515841,473866
"4617","COA3",83030,131866,177366,197473,200773,172567
"4618","COA4",27643,42473,49197,35883,47193,43397
"4619","COA5",86312,129205,198139,178063,189825,166034
"4620","COA6",49314,92871,176690,159522,167797,189189
"4621","COA7",6327,9738,12859,13417,16659,13187
"4622","COASY",25500,37017,54504,43855,49129,35834
"4623","COBL",564301,798222,1541404,1231467,1226000,1441336
"4624","COBLL1",88418,93847,429876,592054,295455,56797
"4625","COCH",37447,41745,41618,30432,37836,36275
"4626","COG1",55652,106881,146341,109644,147568,134784
"4627","COG2",90314,189598,283852,234021,245042,215246
"4628","COG3",104517,228325,350143,274504,284114,262526
"4629","COG4",53972,87600,123255,109225,108731,95244
"4630","COG5",414150,787866,1426234,1024254,1139047,1051320
"4631","COG6",252242,594302,1046629,769429,868433,957196
"4632","COG7",92419,159909,257217,192940,205689,190777
"4633","COG8",13529,18763,26827,24201,24925,22914
"4634","COIL",59626,107551,152254,113404,119223,114492
"4635","COILP1",2823,4958,10372,7440,8205,6878
"4636","COILP2",886,2233,4362,1957,3128,4192
"4637","COL10A1",3224,10654,23021,9697,12857,16573
"4638","COL11A1",69871,255830,749348,918837,831312,362173
"4639","COL11A2",17309,35965,48993,33934,30769,32802
"4640","COL11A2P1",38,4,42,10,8,1
"4641","COL12A1",129711,128302,345212,341814,465632,241014
"4642","COL13A1",2624,8999,22996,43795,27464,8438
"4643","COL14A1",9599,24840,36448,24607,30537,19808
"4644","COL15A1",3035,10518,20311,8453,8878,4385
"4645","COL16A1",179908,183783,241898,206301,235897,223414
"4646","COL17A1",215,2001,2858,2771,1046,1103
"4647","COL18A1",43752,43992,91869,59155,80660,76544
"4648","COL18A1-AS1",1672,919,3626,2434,1642,2162
"4649","COL18A1-AS2",0,5,40,0,0,0
"4650","COL19A1",51839,231023,459493,337880,531512,867493
"4651","COL1A1",1420,2554,2960,246,557,1050
"4652","COL1A2",1131,5267,16033,771,2622,5029
"4653","COL20A1",9237,19951,36105,38572,21285,24321
"4654","COL21A1",567405,371305,409452,241876,306141,115507
"4655","COL22A1",3706,4802,19681,35826,28017,9875
"4656","COL23A1",73696,179510,264480,201710,238134,237298
"4657","COL24A1",167881,762572,1035610,308172,1027246,1459930
"4658","COL25A1",272188,164473,271716,222560,312365,387905
"4659","COL26A1",54689,207746,380099,227826,181017,143054
"4660","COL27A1",41958,140855,115841,34099,40366,81252
"4661","COL28A1",59405,117171,240141,157955,156445,151304
"4662","COL2A1",151,1967,2285,3756,5738,2422
"4663","COL3A1",630,2393,7226,2863,1198,1154
"4664","COL4A1",40877,58227,106986,71429,109533,61759
"4665","COL4A2",61666,113849,208598,109487,126254,102825
"4666","COL4A2-AS1",0,6,41,7,6,3
"4667","COL4A2-AS2",202,166,1120,610,968,723
"4668","COL4A3",18467,19553,23259,18131,13956,18288
"4669","COL4A3BP",244364,391367,684117,532631,553839,549187
"4670","COL4A4",28060,28105,46424,26865,27206,32939
"4671","COL4A5",36869,44536,123470,151499,178767,233822
"4672","COL4A6",4261,1925,5851,3403,3649,3292
"4673","COL5A1",14918,77227,81248,74396,42374,19919
"4674","COL5A1-AS1",20,9,0,0,0,0
"4675","COL5A2",457239,242200,1829906,922177,283849,89877
"4676","COL5A3",51422,147864,184235,64489,90679,88770
"4677","COL6A1",18239,53139,334108,325251,248897,144476
"4678","COL6A2",697,2135,9296,12676,8263,3112
"4679","COL6A3",455,2614,5325,3209,5013,4448
"4680","COL6A4P1",620,663,1458,2252,5431,2342
"4681","COL6A4P2",7702,8754,13509,16631,19506,15784
"4682","COL6A5",299,901,2666,2405,5102,5413
"4683","COL6A6",39357,65240,119669,100688,118678,125046
"4684","COL7A1",43280,65758,87474,49963,51743,40452
"4685","COL8A1",13043,24365,39140,46773,49670,39936
"4686","COL8A2",2326,5696,4721,2609,2977,2015
"4687","COL9A1",18716,79047,156310,93812,109722,70803
"4688","COL9A2",16065,40655,85385,78098,68549,92544
"4689","COL9A3",10417,18842,33425,38005,38471,31742
"4690","COLCA1",1783,2736,5171,5125,5451,9060
"4691","COLCA2",6893,7935,19343,13895,17331,12604
"4692","COLEC10",3791,24965,58901,49738,36663,36342
"4693","COLEC11",3798,7927,17640,8350,11892,13937
"4694","COLEC12",18233,39326,53636,20481,15658,12794
"4695","COLGALT1",20667,49076,67069,56078,60662,51064
"4696","COLGALT2",212441,294209,650500,533038,514513,532698
"4697","COLQ",249232,309645,497428,311311,309530,357140
"4698","COMMD1",236598,424688,664314,530201,520500,521985
"4699","COMMD10",346076,572919,976594,731444,691763,610211
"4700","COMMD2",63444,109815,170974,154054,200694,213794
"4701","COMMD3",66426,110007,138107,136953,149538,112243
"4702","COMMD3-BMI1",62,23,53,102,145,16
"4703","COMMD4",34116,50815,78401,70630,70380,60666
"4704","COMMD5",20700,31149,44680,40308,42126,35684
"4705","COMMD6",80897,100612,156541,138852,141536,147252
"4706","COMMD7",119990,197640,259626,204357,232495,209396
"4707","COMMD8",39901,57323,86683,81433,83882,67794
"4708","COMMD9",42929,66827,97741,84528,96852,84737
"4709","COMP",50,94,227,344,134,257
"4710","COMT",52375,67944,114808,98988,98302,93931
"4711","COMTD1",5159,7917,12523,11094,14352,9299
"4712","COPA",124768,209399,337975,289517,313324,311709
"4713","COPB1",137154,225508,356511,283229,308757,307329
"4714","COPB2",133442,243384,323607,303415,296508,251956
"4715","COPE",45377,66103,103395,81533,89120,77665
"4716","COPG1",42473,74887,127000,102182,93672,98058
"4717","COPG2",832852,2190971,3920836,3097608,3159547,3180324
"4718","COPG2IT1",129430,317557,600713,524285,563327,537664
"4719","COPRS",101644,116269,186128,194604,204839,169546
"4720","COPS2",94257,142422,236909,207829,204370,199145
"4721","COPS3",84090,110932,157128,164451,162866,121877
"4722","COPS4",128334,245673,331967,321893,325098,320222
"4723","COPS5",99173,134106,254349,202513,225160,212232
"4724","COPS5P1",8,3,21,147,22,33
"4725","COPS6",127305,192413,264462,230115,263805,219421
"4726","COPS7A",48106,65251,108736,92317,108832,83775
