"","gene_symbol","L1","L2","L3","L4","L5","L6"
"19486","LOC105369505",0,2,0,0,0,1
"19487","LOC105369506",583,1216,2556,2948,3866,2008
"19488","LOC105369507",5000,10173,15998,13298,12232,10312
"19489","LOC105369508",4381,10530,19445,12982,13600,8802
"19490","LOC105369509",903,1065,2117,1308,1168,1031
"19491","LOC105369510",8622,21349,33622,28837,28337,28775
"19492","LOC105369511",0,1,0,198,0,0
"19493","LOC105369512",0,173,38,367,113,1
"19494","LOC105369513",691,5905,11364,11284,10516,4963
"19495","LOC105369514",2174,3013,8294,8419,7299,6651
"19496","LOC105369515",1207,2736,2151,1055,2055,3682
"19497","LOC105369516",3667,7424,7643,3299,6495,9316
"19498","LOC105369517",0,1,1,0,10,0
"19499","LOC105369518",59,51,222,174,206,127
"19500","LOC105369519",212,276,1117,504,844,627
"19501","LOC105369520",3955,9678,15893,16982,13230,9889
"19502","LOC105369521",187,582,1579,1371,1624,719
"19503","LOC105369522",342,1702,3835,2195,2373,1612
"19504","LOC105369523",406,740,1747,1473,948,790
"19505","LOC105369524",10,52,259,126,199,186
"19506","LOC105369525",42,217,494,249,200,438
"19507","LOC105369526",2037,9769,6345,620,1847,4199
"19508","LOC105369527",221,61,2,1,0,0
"19509","LOC105369528",277,114,7,938,432,190
"19510","LOC105369529",0,1,1,1,2,0
"19511","LOC105369530",30,497,76,0,0,0
"19512","LOC105369531",0,0,5,1,4,1
"19513","LOC105369532",19,412,70,2,199,163
"19514","LOC105369533",6,28,39,40,21,37
"19515","LOC105369534",0,1,1,0,2,5
"19516","LOC105369535",236,1030,2865,1226,1805,834
"19517","LOC105369536",960,2477,4602,3346,3661,2919
"19518","LOC105369537",18083,60860,68232,40938,49081,56541
"19519","LOC105369538",324,203,461,182,222,353
"19520","LOC105369539",0,0,0,0,0,0
"19521","LOC105369540",16,60,86,184,135,66
"19522","LOC105369541",155,8,17,9,20,16
"19523","LOC105369542",108,42,518,75,777,275
"19524","LOC105369543",293,1932,3410,985,2455,2135
"19525","LOC105369544",1105,1386,2879,2250,1867,1984
"19526","LOC105369545",1122,4059,5589,8455,7810,9484
"19527","LOC105369547",1592,3829,4885,3523,3751,2893
"19528","LOC105369548",1495,1108,3316,2202,2055,1362
"19529","LOC105369549",114,353,492,248,360,138
"19530","LOC105369550",1988,3814,5869,4787,5008,5063
"19531","LOC105369551",272,820,2546,1051,1046,483
"19532","LOC105369552",2554,2453,6294,3320,4746,3733
"19533","LOC105369553",2408,2977,4187,1571,2208,838
"19534","LOC105369554",20430,38759,62423,60273,52534,44576
"19535","LOC105369555",154,2053,1353,1459,625,1355
"19536","LOC105369556",78,927,577,30,480,404
"19537","LOC105369557",8818,12165,20699,14095,10222,12389
"19538","LOC105369558",396,662,946,487,392,507
"19539","LOC105369559",4863,10428,16384,7613,7145,8641
"19540","LOC105369560",2729,6621,12587,5667,5240,5870
"19541","LOC105369561",1853,3888,6627,5163,3983,2664
"19542","LOC105369562",2835,13351,8699,5447,5770,8311
"19543","LOC105369563",55,479,857,307,554,150
"19544","LOC105369564",406,530,651,181,1231,687
"19545","LOC105369565",2,408,12,43,208,1
"19546","LOC105369566",402,968,4875,1476,1447,1224
"19547","LOC105369567",19,16,34,39,79,15
"19548","LOC105369568",4,13,41,163,124,134
"19549","LOC105369569",1187,1775,4959,3539,1241,3755
"19550","LOC105369570",3340,1309,1277,2908,3213,2165
"19551","LOC105369571",13,5,154,53,14,24
"19552","LOC105369572",202,116,362,356,512,317
"19553","LOC105369573",4,237,611,55,143,126
"19554","LOC105369574",345,984,2707,1055,260,925
"19555","LOC105369575",149,142,325,451,176,95
"19556","LOC105369576",9,925,1584,480,855,859
"19557","LOC105369577",0,119,38,51,2,134
"19558","LOC105369578",28,5,41,38,53,138
"19559","LOC105369579",27,7,72,16,60,7
"19560","LOC105369580",90,415,1070,919,1185,1331
"19561","LOC105369581",844,3220,5571,4999,4519,5343
"19562","LOC105369582",295,383,1554,467,1180,855
"19563","LOC105369583",1,0,159,164,35,68
"19564","LOC105369584",168,48,125,1,21,63
"19565","LOC105369585",0,570,157,1,21,0
"19566","LOC105369586",0,247,123,19,117,303
"19567","LOC105369587",105,1103,1003,423,330,315
"19568","LOC105369588",8839,45034,37819,6869,6863,7939
"19569","LOC105369589",0,2,9,2,4,5
"19570","LOC105369590",2,66,42,138,426,25
"19571","LOC105369591",849,6167,4189,1412,2070,2724
"19572","LOC105369592",100,328,852,1254,822,1185
"19573","LOC105369593",438,435,792,621,554,515
"19574","LOC105369594",3099,4213,6482,5944,8956,9192
"19575","LOC105369595",109,488,1287,2911,4529,1598
"19576","LOC105369596",70,445,296,208,352,630
"19577","LOC105369597",101,396,276,573,156,213
"19578","LOC105369598",369,71,150,199,359,365
"19579","LOC105369599",93,164,227,109,166,175
"19580","LOC105369601",0,1,60,27,15,4
"19581","LOC105369602",0,264,10,3,6,1
"19582","LOC105369603",134,376,914,534,388,135
"19583","LOC105369604",0,7,89,1,10,67
"19584","LOC105369605",3500,3751,10234,9041,5992,2374
"19585","LOC105369606",462,1451,3882,3323,1132,902
"19586","LOC105369607",0,56,97,25,16,14
"19587","LOC105369608",586,663,1047,825,873,1493
"19588","LOC105369609",2933,10755,13377,17285,13008,11966
"19589","LOC105369610",1,0,3,0,4,0
"19590","LOC105369611",72,429,1368,215,522,253
"19591","LOC105369612",2378,3359,3689,5099,5979,5173
"19592","LOC105369613",1142,5093,4254,3864,5674,4014
"19593","LOC105369614",53,6,294,422,331,315
"19594","LOC105369615",68,136,416,606,130,56
"19595","LOC105369616",0,0,0,0,0,0
"19596","LOC105369617",3183,4147,8505,5719,5004,7390
"19597","LOC105369618",88,489,404,153,364,231
"19598","LOC105369619",19,2,4,6,5,41
"19599","LOC105369620",25,103,129,1,1,1
"19600","LOC105369621",145,530,143,4,10,0
"19601","LOC105369622",0,63,0,1,0,0
"19602","LOC105369623",237,266,435,677,721,463
"19603","LOC105369624",23,38,173,144,49,44
"19604","LOC105369626",1,2,2,5,3,3
"19605","LOC105369627",2,1,3,2,30,3
"19606","LOC105369628",2,0,61,119,63,562
"19607","LOC105369629",463,405,1588,411,885,942
"19608","LOC105369630",1246,2255,4249,4195,4072,3781
"19609","LOC105369631",382,764,1259,468,1842,500
"19610","LOC105369632",16287,19831,29082,23797,26192,18389
"19611","LOC105369633",616,622,1471,553,889,562
"19612","LOC105369634",0,0,1,0,2,0
"19613","LOC105369635",0,25,1,0,1,1
"19614","LOC105369636",3393,5610,7984,6580,6458,6457
"19615","LOC105369638",4054,13438,24573,28191,18036,6339
"19616","LOC105369639",1098,982,4270,2422,1639,1984
"19617","LOC105369640",62,58,193,119,124,62
"19618","LOC105369641",448,431,1556,226,420,419
"19619","LOC105369642",1086,1743,3509,1893,2144,2542
"19620","LOC105369643",141,406,737,315,342,340
"19621","LOC105369644",0,2,4,7,0,3
"19622","LOC105369645",121,0,0,2,1,0
"19623","LOC105369647",24,9,102,157,260,178
"19624","LOC105369649",49,55,137,209,47,733
"19625","LOC105369650",0,71,2,4,6,6
"19626","LOC105369652",12,312,239,308,120,97
